"","contrast","language","d","n1","n2","g","se_d","se_g","w_d","w_g","t","p_value","corpus"
"1","('a', 'a:')","('de', 'de')",0.0840600045311805,25704,25704,0.0840587781118909,0.00882093570352779,0.00882093570351894,12851.9991167395,12851.9991167653,9.52960210174714,1.64485205518105e-21,"natural"
"2","('a:', 'a')","('jp', 'jp')",-0.944323338483885,8,12,-0.904422352350764,0.461495229342924,0.461078783666132,4.69532402296808,4.70380947271437,-2.14810294377821,0.0456017459734506,"synthetic"
"3","('a', 'a~')","('fr', 'fr')",0.821962653527088,168,168,0.82011554644051,0.109163779902551,0.10916353379254,83.9156319973378,83.9160103746158,7.53341215642928,4.82918519423799e-13,"synthetic"
"4","('u:', 'y:')","('de', 'de')",1.5497437422664,168,168,1.54626117205906,0.109303747091148,0.109302873336191,83.7008559226539,83.7021941185826,14.2036360134398,8.16373098363713e-36,"synthetic"
