"","contrast","language","d","n1","n2","g","se_d","se_g","w_d","w_g","t","p_value","corpus"
"1","('a', 'a:')","('de', 'de')",0.0844770757116696,25704,25704,0.0844758432073917,0.00882093570654308,0.00882093570653415,12851.999107953,12851.999107979,9.57688406919805,1.04280820818285e-21,"natural"
"2","('a:', 'a')","('jp', 'jp')",-1.04709474283606,8,12,-1.00285130299792,0.462648666424254,0.462137869128836,4.67194122661392,4.68227465282759,-2.4039813004647,0.027233125767949,"synthetic"
"3","('a', 'a~')","('fr', 'fr')",0.804151341442418,168,168,0.802344259776255,0.109161429758647,0.109161194194051,83.9192452870199,83.9196074747843,7.37016878472031,1.36267930543984e-12,"synthetic"
"4","('u:', 'y:')","('de', 'de')",1.40034010068451,168,168,1.39719326899758,0.109268023680795,0.109267310041813,83.7555941470924,83.7566881879758,12.8343290201377,1.03016587258144e-30,"synthetic"
