"","contrast","language","d","n1","n2","g","se_d","se_g","w_d","w_g","t","p_value","corpus"
"1","('A', '{')","('en', 'en')",0.754860417148309,18227,18225,0.754844884934429,0.0104754095846174,0.0104754095829327,9112.92874634241,9112.92874927349,72.0603013928174,0,"natural"
"2","('A', 'E')","('en', 'en')",0.714297714245175,18363,18360,0.714283125129058,0.0104366814791193,0.0104366814776386,9180.6861615209,9180.68616412608,68.4410800643357,0,"natural"
"3","('A', 'i')","('en', 'en')",3.02957768077724,18768,18771,3.02951714854522,0.0103232202241313,0.010323220198919,9383.6027876944,9383.60283352951,293.492216565423,0,"natural"
"4","('e', 'E')","('en', 'en')",0.782529793675534,18768,18771,0.782514158402229,0.0103226313679169,0.0103226313662348,9384.67339657738,9384.67339963607,75.8079321245589,0,"natural"
"5","('i', 'I')","('en', 'en')",0.780779269569925,19182,19182,0.780764004769644,0.0102110353516581,0.010211035350072,9590.92379857196,9590.92380155149,76.4645645013119,0,"natural"
"6","('A', '{')","('en', 'en')",1.20633946727129,24,24,1.18656341043077,0.290854904450596,0.290784279421758,11.8208094685132,11.8265521888137,4.17888249697889,0.000129769629630687,"synthetic"
"7","('A', 'E')","('en', 'en')",1.42683560551222,24,24,1.40344485788087,0.291720024650785,0.291621510595391,11.7508022250177,11.7587427552577,4.94270352559092,1.87637558564556e-05,"synthetic"
"8","('A', 'i')","('en', 'en')",4.83423933074613,24,24,4.75498950565193,0.321900106770186,0.320873814003105,9.65067651408317,9.7125092867951,16.7462962736001,2.52981097266856e-20,"synthetic"
"9","('i', 'I')","('en', 'en')",0.904086637914077,24,24,0.889265545489256,0.289901462918232,0.289861666615149,11.8986909940034,11.901958458961,3.13184798262262,0.00304689081727363,"synthetic"
