"","contrast","language","d","n1","n2","g","se_d","se_g","w_d","w_g","t","p_value","corpus"
"1","('a', 'a:')","('de', 'de')",0.0882497682400855,25704,25704,0.0882484806929496,0.00882093573449652,0.00882093573448677,12851.9990264974,12851.9990265258,10.0045816270146,1.52908772560474e-23,"natural"
"2","('a:', 'a')","('jp', 'jp')",-1.0081140141022,8,12,-0.965517647309146,0.462197501669049,0.461723584378331,4.68106652029398,4.69068083046019,-2.29865423428696,0.0337270991005494,"synthetic"
"3","('a', 'a~')","('fr', 'fr')",0.831861237280312,168,168,0.8299918861853,0.109165108222091,0.109164856151829,83.9135898412436,83.9139773678831,7.62413417507331,2.64498705638453e-13,"synthetic"
"4","('u:', 'y:')","('de', 'de')",1.51674060113673,168,168,1.51333219529148,0.109295545488647,0.109294708489511,83.7134183176378,83.7147005082969,13.9011572286438,1.12159616337142e-34,"synthetic"
