"","contrast","language","d","n1","n2","g","se_d","se_g","w_d","w_g","t","p_value","corpus"
"1","('a', 'a:')","('de', 'de')",0.0834961573304142,25704,25704,0.0834949391375468,0.00882093569947508,0.00882093569946635,12851.999128549,12851.9991285744,9.46568062685007,3.03519730120257e-21,"natural"
"2","('a:', 'a')","('jp', 'jp')",-1.15443929284871,8,12,-1.10566016779876,0.463976977702429,0.463357787911247,4.64522908659375,4.65765231677776,-2.57074886691306,0.0199882244003503,"synthetic"
"3","('a', 'a~')","('fr', 'fr')",0.967944532139025,168,168,0.965769375887027,0.109184979624832,0.109184638398995,83.8830484791225,83.8835727856282,8.8713581740914,4.47808566666133e-17,"synthetic"
"4","('u:', 'y:')","('de', 'de')",1.41209801376884,168,168,1.40892475980531,0.109270704306948,0.10926997865132,83.7514848172656,83.7525971985237,12.942092073585,5.62270215702149e-31,"synthetic"
