"","contrast","language","d","n1","n2","g","se_d","se_g","w_d","w_g","t","p_value","corpus"
"1","('A', '{')","('en', 'en')",1.47541143621104,18227,18225,1.47538107774281,0.0104755250379337,0.0104755250314979,9112.72787582875,9112.72788702577,140.845148228094,0,"natural"
"2","('A', 'E')","('en', 'en')",1.4083007879922,18363,18360,1.40827202426621,0.0104367861409527,0.0104367861351967,9180.50203153787,9180.50204166421,134.937606999362,0,"natural"
"3","('A', 'i')","('en', 'en')",4.10283227569715,18768,18771,4.10275029938842,0.0103237464199562,0.0103237463737186,9382.64625765693,9382.64634170216,397.465610495871,0,"natural"
"4","('e', 'E')","('en', 'en')",0.928896938326282,18768,18771,0.92887837857607,0.0103226485884161,0.0103226485860458,9384.64208511231,9384.6420894222,89.9870125971083,0,"natural"
"5","('i', 'I')","('en', 'en')",1.00448141252442,19182,19182,1.00446177418521,0.0102110619254589,0.0102110619228337,9590.873878795,9590.87388372641,98.372532099437,0,"natural"
"6","('A', '{')","('en', 'en')",0.22456771649179,24,24,0.220886278516515,0.288750947959138,0.288748482962641,11.9936994773753,11.9939042545785,0.777925389407008,0.442482740922506,"synthetic"
"7","('A', 'E')","('en', 'en')",1.12110237569008,24,24,1.10272364821975,0.290558714867404,0.290497656456206,11.8449215324522,11.8499013185533,3.88361255036278,0.000424524507516693,"synthetic"
"8","('A', 'i')","('en', 'en')",3.14410621550011,24,24,3.09256349065585,0.303173899111931,0.30271335013011,10.8796865066452,10.9128164636393,10.8915034192786,2.55932001313856e-14,"synthetic"
"9","('i', 'I')","('en', 'en')",0.651399986672594,24,24,0.640721298366486,0.289312406151177,0.28929170534798,11.9471931644521,11.9489030326472,2.25651574593324,0.0292416428386436,"synthetic"
