"","contrast","language","d","n1","n2","g","se_d","se_g","w_d","w_g","t","p_value","corpus"
"1","('a', 'a:')","('de', 'de')",0.071489377109228,25704,25704,0.0714883340929734,0.00882093561964957,0.00882093561964318,12851.9993611587,12851.9993611773,8.10451203461439,5.41138658418346e-16,"natural"
"2","('E', 'I')","('de', 'de')",0.241379609460582,25866,25866,0.241376109835954,0.00879327151835596,0.00879327151828416,12932.9927169896,12932.9927172008,27.4504974537915,1.04647227759648e-164,"natural"
"3","('i', 'I')","('de', 'de')",0.32219015548185,25866,25866,0.322185484231426,0.00879327345364865,0.00879327345352074,12932.987024201,12932.9870245772,36.6405433435566,3.47990086251306e-290,"natural"
"4","('a:', 'a')","('jp', 'jp')",-0.811086551999096,8,12,-0.776815289238571,0.4601735485279,0.459865480747692,4.72233396969563,4.72866315201278,-1.90723469561971,0.0741883133134374,"synthetic"
"5","('a', 'a~')","('fr', 'fr')",0.877835741854492,168,168,0.875863077266055,0.109171485878405,0.109171205192218,83.903785881908,83.9042173265172,8.04549746957185,1.77231040394681e-14,"synthetic"
"6","('E', 'I')","('nl', 'nl')",1.96285094701621,8,8,1.85578634990624,0.529244625623711,0.526218400005067,3.57015512576379,3.61133635963901,3.92570189403242,0.00347959493813671,"synthetic"
"7","('u:', 'y:')","('de', 'de')",2.17453935971757,168,168,2.16965275441484,0.109492152307837,0.109490434960492,83.4130524596002,83.4156691321466,19.9299824351332,4.96116029356196e-55,"synthetic"
