"","contrast","language","d","n1","n2","g","se_d","se_g","w_d","w_g","t","p_value","corpus"
"1","('a', 'a:')","('de', 'de')",0.0805456405876619,25704,25704,0.0805444654422659,0.00882093567871273,0.0088209356787046,12851.99918905,12851.9991890737,9.13119039323912,7.0134069104844e-20,"natural"
"2","('a:', 'a')","('jp', 'jp')",-1.28713215821766,8,12,-1.23274629237747,0.46579182801484,0.465024996087634,4.60910148018997,4.62431494329447,-2.91494436909269,0.00930553422405338,"synthetic"
"3","('a', 'a~')","('fr', 'fr')",0.897448519054531,168,168,0.895431780809465,0.109174310846859,0.109174017485845,83.8994437893431,83.89989468159,8.22525154178681,4.62195680094541e-15,"synthetic"
"4","('u:', 'y:')","('de', 'de')",1.56656100819046,168,168,1.5630406463743,0.109307994003235,0.109307101216644,83.6943520383866,83.6957192231272,14.3577688015982,2.73156526835563e-36,"synthetic"
